ST_CASE,STATE,PEDS,COUNTY,MONTH,YEAR,DAY_WEEK,HOUR,ROAD_FNC,HARM_EV,WRK_ZONE,WEATHER,FATALS,DRUNK_DR,RESPONSE_TIME,HOSP_ARR_TIME,person_count,SPEEDREL,L_STATUS
240206,24,1,510,5,2010,5,1,13,8,0,1,1,0,,,2,,1.0
240207,24,0,510,5,2010,1,17,15,30,0,1,1,0,,,1,,
240208,24,1,33,6,2010,7,23,2,8,0,1,1,0,,,2,,
240209,24,0,510,6,2010,2,0,11,39,0,1,1,1,,,2,1.0,
240210,24,1,5,7,2010,3,22,13,12,0,1,2,0,4.0,,6,1.0,1.0
240211,24,0,5,7,2010,1,17,11,39,0,1,1,0,,,1,,
240212,24,0,510,4,2010,2,23,14,43,0,1,1,1,,,3,1.0,
240213,24,1,510,6,2010,1,2,15,8,0,1,1,0,,,2,,1.0
240214,24,1,5,7,2010,2,17,13,8,0,1,1,0,4.0,15.0,2,,
240215,24,0,17,7,2010,7,23,15,1,0,1,1,1,,19.0,1,1.0,
240216,24,0,31,5,2010,7,1,13,33,0,1,1,1,,,1,,
240217,24,0,510,6,2010,7,18,13,12,0,1,1,0,,,4,,1.0
240218,24,0,5,7,2010,3,15,13,12,0,1,1,0,10.0,27.0,5,,
240219,24,0,1,5,2010,7,20,11,12,0,2,1,0,,,3,1.0,
240220,24,0,5,7,2010,7,22,13,12,0,1,1,0,3.0,,2,1.0,1.0
240221,24,0,23,8,2010,6,23,2,12,0,1,1,1,,,2,,1.0
240222,24,1,31,6,2010,6,19,3,9,0,1,1,1,,,2,1.0,
240223,24,0,31,6,2010,5,6,16,1,0,1,1,0,,,1,,
240224,24,0,29,6,2010,4,16,4,14,0,1,1,1,9.0,53.0,1,1.0,
240225,24,0,31,5,2010,7,10,16,18,0,1,1,0,,,1,1.0,
240226,24,1,13,8,2010,3,14,4,9,0,1,1,0,,,2,,
240227,24,0,5,7,2010,1,12,11,12,0,1,1,0,,,4,,
240228,24,0,5,7,2010,1,0,14,1,0,1,1,1,,,4,1.0,
240229,24,0,31,7,2010,5,21,12,12,0,1,1,0,,,2,1.0,
240230,24,0,5,8,2010,2,2,15,30,0,1,1,1,,,1,1.0,
240231,24,0,21,7,2010,2,21,6,31,0,1,1,1,,,2,1.0,
240232,24,0,35,8,2010,1,8,5,12,0,1,2,1,12.0,33.0,4,1.0,
240233,24,0,31,8,2010,7,8,14,33,0,1,2,1,,,2,,
240234,24,0,5,8,2010,6,9,13,33,0,1,1,1,,,2,1.0,
240235,24,0,13,8,2010,6,21,3,14,0,1,1,1,23.0,36.0,1,,
240236,24,1,43,8,2010,7,22,11,8,0,1,1,0,,,6,,1.0
240237,24,0,45,8,2010,6,15,2,12,0,1,1,0,,,3,1.0,
240238,24,0,33,8,2010,1,6,11,12,0,1,1,1,,,5,1.0,
240239,24,0,15,8,2010,2,5,4,12,0,1,1,0,23.0,36.0,2,,
240241,24,1,31,6,2010,1,21,13,8,0,1,1,0,,,2,,
240242,24,0,15,6,2010,3,13,4,30,0,1,1,0,,,1,,
240243,24,0,27,7,2010,7,20,13,12,0,1,1,1,17.0,55.0,3,1.0,
240244,24,0,33,7,2010,5,1,13,31,0,1,1,1,,,1,,1.0
240245,24,0,33,7,2010,4,11,14,12,0,1,1,1,,,2,,
240246,24,0,33,7,2010,2,17,4,12,0,2,1,1,,,2,,
240247,24,0,33,7,2010,5,1,14,12,0,1,1,1,,,4,1.0,
240248,24,0,25,7,2010,1,13,3,12,0,1,1,0,6.0,,2,,
240249,24,0,33,7,2010,5,17,16,14,0,1,1,0,,,1,,1.0
240250,24,0,33,7,2010,2,1,16,42,0,1,1,1,,,1,1.0,
240251,24,0,47,7,2010,7,11,2,12,0,1,1,0,,,9,,
240252,24,0,33,7,2010,5,23,16,30,0,1,1,0,,,4,1.0,
240253,24,1,33,7,2010,7,0,13,8,0,2,1,0,,,2,,
240254,24,0,1,7,2010,4,15,13,12,0,1,1,1,5.0,30.0,4,1.0,
240255,24,0,510,7,2010,4,2,11,12,0,2,1,1,,,8,1.0,
240256,24,0,5,7,2010,1,2,11,12,0,1,1,0,,,2,1.0,
240257,24,0,21,8,2010,7,6,2,12,0,1,1,1,,,2,,
240258,24,0,41,9,2010,5,9,13,12,0,1,1,0,11.0,24.0,2,,
240259,24,0,5,9,2010,6,2,11,12,0,1,1,2,9.0,13.0,2,,
240260,24,0,25,9,2010,2,8,2,1,0,1,1,0,6.0,26.0,2,,
240261,24,0,21,7,2010,7,12,16,12,0,1,1,0,,,2,1.0,
240262,24,1,35,8,2010,1,20,9,9,0,1,1,0,,,2,,
240263,24,0,21,8,2010,1,2,11,12,0,1,1,1,,,4,,
240264,24,0,21,8,2010,1,2,11,1,0,1,1,1,,,4,,
240265,24,0,3,8,2010,6,20,14,30,0,1,1,1,,,1,1.0,
240266,24,0,510,5,2010,1,18,13,43,0,1,1,1,,,8,1.0,
240267,24,0,31,6,2010,1,17,6,12,0,2,1,0,,,6,1.0,1.0
240268,24,0,29,7,2010,2,20,4,12,0,2,1,0,26.0,32.0,4,,
240269,24,0,33,8,2010,7,3,6,42,0,1,2,1,,,2,1.0,
240270,24,1,33,8,2010,1,20,13,8,0,1,1,0,,,3,,2.0
240271,24,0,15,8,2010,7,2,6,53,0,1,1,1,,,1,,
240272,24,0,21,8,2010,1,1,5,31,0,1,1,1,,,1,,
240273,24,0,47,8,2010,7,17,4,42,0,1,1,1,,,2,1.0,
240274,24,0,33,8,2010,5,8,14,33,0,1,1,0,,,1,1.0,
240275,24,0,33,8,2010,6,8,16,12,0,1,1,0,,,3,,
240276,24,0,9,7,2010,5,16,5,12,0,1,1,1,17.0,,4,1.0,
240277,24,3,3,8,2010,1,10,16,30,0,1,1,0,,,4,,
240278,24,0,1,8,2010,5,18,11,24,0,2,1,0,,,3,1.0,
240279,24,3,21,8,2010,1,11,4,14,0,1,3,0,,,4,,
240280,24,0,33,1,2010,3,16,13,12,0,1,1,0,,,3,1.0,1.0
240281,24,0,33,4,2010,7,2,12,12,0,1,1,1,,,2,1.0,
240282,24,0,5,9,2010,4,18,3,12,0,1,1,1,4.0,,3,,
240283,24,0,39,9,2010,5,19,2,12,0,2,1,1,,,5,,1.0
240284,24,0,33,9,2010,5,14,13,12,0,2,1,0,,,2,1.0,
240285,24,0,31,10,2010,2,4,11,12,0,1,1,2,,,2,,
240286,24,0,13,10,2010,4,20,13,33,0,2,1,1,6.0,15.0,1,,
240287,24,0,21,10,2010,2,16,4,12,0,1,1,1,,,3,,
240288,24,0,39,4,2010,3,11,2,12,0,1,1,0,,,4,,
240289,24,1,33,5,2010,3,20,14,8,0,1,1,0,,,2,,
240290,24,0,33,5,2010,1,3,13,12,0,1,3,1,,,4,1.0,
240291,24,1,33,6,2010,7,15,15,8,0,1,1,0,,,2,,
240292,24,0,33,6,2010,1,0,14,1,0,1,1,1,,,2,1.0,
240293,24,0,21,9,2010,1,2,15,30,0,1,1,1,,,2,1.0,
240294,24,0,33,11,2010,3,20,12,12,0,1,1,0,,,7,1.0,
240295,24,0,33,11,2010,4,4,13,42,0,1,1,0,,,1,,1.0
240296,24,1,33,11,2010,5,1,12,8,0,2,1,0,,,2,,1.0
240297,24,0,5,12,2010,1,18,5,42,0,1,1,0,5.0,,2,1.0,
240298,24,0,5,12,2010,3,14,13,12,0,1,1,0,3.0,,3,,
240299,24,0,33,11,2010,3,15,2,12,0,1,1,0,,,4,1.0,
240300,24,1,37,10,2010,6,22,3,8,0,1,1,0,,,4,1.0,
240301,24,0,510,10,2010,4,9,13,12,0,1,1,1,,,5,1.0,
240302,24,1,510,8,2010,5,16,14,9,0,1,1,0,,,2,,
240303,24,0,33,7,2010,3,10,14,12,0,1,1,0,,,4,1.0,
240304,24,1,33,8,2010,4,21,14,8,0,1,1,0,,,2,,
240305,24,0,47,11,2010,2,16,2,12,0,1,4,0,,,10,,
240306,24,0,21,7,2010,1,2,16,19,0,1,1,1,,,3,1.0,
240307,24,0,510,8,2010,6,20,13,1,0,1,1,0,,,1,1.0,
240308,24,0,1,8,2010,2,15,2,12,0,1,1,0,11.0,28.0,2,,
240309,24,0,33,8,2010,3,23,14,41,0,1,1,0,,,1,,
240310,24,0,5,9,2010,6,16,13,33,0,1,1,0,6.0,29.0,2,,
240311,24,0,33,8,2010,1,3,13,25,0,1,1,1,,,2,,
240312,24,0,1,9,2010,6,20,3,32,0,1,1,0,,,1,1.0,
240313,24,0,33,9,2010,5,0,14,12,0,1,3,0,,,5,,
240314,24,1,33,9,2010,1,5,13,9,0,1,1,0,,,2,,
240315,24,0,19,9,2010,3,13,4,31,0,1,1,0,,,1,,
240316,24,0,25,9,2010,7,18,11,12,0,1,1,1,,,4,1.0,
240317,24,0,17,9,2010,7,20,2,12,0,1,1,1,5.0,49.0,2,1.0,
240318,24,0,5,9,2010,6,21,16,30,0,1,1,1,2.0,9.0,1,,
240319,24,1,9,9,2010,2,19,2,8,0,2,1,0,,,3,,
240320,24,1,13,9,2010,5,21,13,8,0,2,1,0,,,3,,
240321,24,0,9,10,2010,6,15,15,42,0,1,1,0,7.0,39.0,1,,
240322,24,0,37,10,2010,1,0,5,42,0,1,1,1,8.0,53.0,1,1.0,
240323,24,0,1,9,2010,1,17,11,24,0,1,1,0,21.0,26.0,3,1.0,
240324,24,0,35,9,2010,2,0,6,42,0,1,1,1,,,1,,1.0
240325,24,0,11,9,2010,1,8,6,1,0,1,1,0,,,1,,
240326,24,0,15,9,2010,7,7,4,12,0,1,1,0,,,2,,
240327,24,0,5,9,2010,2,11,4,53,0,2,1,0,11.0,,2,,
240328,24,1,510,7,2010,1,22,13,8,0,1,1,0,,,3,,1.0
240329,24,1,33,9,2010,3,6,16,8,0,1,1,0,,,2,,
240330,24,1,3,10,2010,6,22,13,8,0,1,1,1,,,4,,
240331,24,0,31,9,2010,2,13,13,12,0,1,1,0,,,2,,
240332,24,1,31,9,2010,7,20,14,8,0,1,1,0,,,2,,1.0
240333,24,1,31,10,2010,5,19,13,8,0,1,1,0,,,3,,
240334,24,1,11,10,2010,6,5,3,8,0,1,1,0,,,2,,
240335,24,0,27,10,2010,6,23,11,12,0,1,1,1,,,2,,
240336,24,0,33,10,2010,7,3,15,40,0,1,1,1,,,1,1.0,
240337,24,0,5,10,2010,2,21,14,12,0,1,1,0,4.0,,2,,1.0
240338,24,1,5,9,2010,2,20,13,8,0,1,1,0,5.0,,2,,
240339,24,2,31,10,2010,1,3,13,8,0,1,2,1,,,4,,
240340,24,1,3,10,2010,4,6,14,8,0,1,1,0,,,2,,
240341,24,0,33,10,2010,1,10,13,33,0,1,1,0,,,1,,
240342,24,1,23,9,2010,3,5,5,8,0,1,1,0,,,2,,
240343,24,0,23,9,2010,1,1,4,35,0,1,1,1,10.0,26.0,1,,
240344,24,0,3,9,2010,4,20,12,12,0,1,1,0,,,5,,
240345,24,0,33,9,2010,6,13,13,12,0,1,1,0,,,2,,
240346,24,0,33,9,2010,5,6,16,33,0,1,1,1,,,1,1.0,1.0
240347,24,0,11,10,2010,7,2,6,35,0,1,1,1,21.0,54.0,2,1.0,1.0
240348,24,1,510,10,2010,3,11,15,8,0,1,1,0,,,2,,
240349,24,0,5,10,2010,1,2,14,33,0,1,1,1,4.0,,2,1.0,
240350,24,1,31,10,2010,2,23,11,8,0,1,1,0,,,4,,
240351,24,2,17,10,2010,5,13,13,8,4,1,2,0,5.0,59.0,3,,
240352,24,0,35,10,2010,1,2,3,12,0,1,1,2,,,2,,
240353,24,0,5,10,2010,6,22,13,24,0,1,1,0,8.0,32.0,1,,
240354,24,1,33,10,2010,1,21,13,8,0,1,1,0,,,2,,
240355,24,0,11,10,2010,6,18,5,42,0,1,1,1,,,1,,
240356,24,0,510,10,2010,1,0,14,33,0,1,1,0,,,5,,
240357,24,0,510,10,2010,1,2,13,12,0,1,1,0,,,3,,
240358,24,3,3,9,2010,2,13,12,14,0,1,1,0,,,4,,
240359,24,1,5,9,2010,4,16,14,8,0,1,1,0,5.0,32.0,1,,0.0
240360,24,0,3,9,2010,7,23,14,12,0,1,1,1,,,3,,
240361,24,0,3,10,2010,2,17,5,30,0,1,1,0,,,4,,
240362,24,0,510,7,2010,1,22,14,33,0,1,1,0,,,1,1.0,
240363,24,0,510,8,2010,4,9,11,20,0,1,1,0,,,2,1.0,
240364,24,1,43,9,2010,3,21,6,8,0,1,1,0,,,1,,0.0
240365,24,0,25,9,2010,5,17,3,1,0,1,1,0,14.0,36.0,4,1.0,
240366,24,1,25,9,2010,6,21,13,8,0,1,1,0,,,2,,
240367,24,0,47,11,2010,4,1,15,53,0,1,1,1,,,1,1.0,
240368,24,0,31,11,2010,1,1,14,12,0,1,1,1,,,2,,
240369,24,0,5,11,2010,1,20,4,43,0,1,1,0,,,1,1.0,
240370,24,0,47,11,2010,6,14,2,32,0,1,1,0,,,3,,
240371,24,0,33,11,2010,7,5,11,12,0,1,1,0,,,3,,
240372,24,1,3,11,2010,3,22,11,8,0,1,1,0,,,3,,
240373,24,0,21,11,2010,1,14,3,33,0,1,1,1,,,1,,
240374,24,0,41,11,2010,7,4,3,30,0,1,1,1,,,1,,
240375,24,0,13,11,2010,1,6,5,42,0,1,1,1,,,1,1.0,
240376,24,0,5,11,2010,3,6,13,12,0,1,1,0,,,2,,
240377,24,0,25,11,2010,4,14,4,12,0,1,1,1,,,2,,
240378,24,1,33,5,2010,5,21,13,8,0,2,1,0,,,3,,
240379,24,0,37,7,2010,2,15,3,12,0,1,1,0,3.0,8.0,4,,
240380,24,0,3,8,2010,2,15,3,12,0,1,1,0,,,4,,
240381,24,0,17,8,2010,1,15,6,14,0,1,1,0,7.0,,1,1.0,1.0
240382,24,0,1,10,2010,1,15,2,12,0,1,1,0,,,4,,
240383,24,0,9,10,2010,6,11,2,12,0,1,1,0,26.0,25.0,7,1.0,1.0
240384,24,0,5,10,2010,5,15,14,12,0,1,1,0,7.0,37.0,6,,1.0
240385,24,0,31,10,2010,6,22,6,42,0,1,1,1,,,3,1.0,
240386,24,0,17,11,2010,6,20,2,12,0,1,1,0,,,2,,
240387,24,0,33,11,2010,3,6,16,53,0,1,1,0,,,1,,
240389,24,0,33,11,2010,2,2,12,35,0,1,1,1,,,3,1.0,
240390,24,1,5,11,2010,2,20,13,8,0,1,1,0,4.0,27.0,2,,
240391,24,0,5,11,2010,1,16,15,33,0,1,1,1,,,1,1.0,
240392,24,1,13,11,2010,3,1,2,8,0,1,1,0,,,2,,
240393,24,0,43,11,2010,7,23,11,14,0,1,1,0,,,2,1.0,
240394,24,0,31,11,2010,7,2,16,42,0,1,1,1,,,2,1.0,
240395,24,0,15,11,2010,2,17,3,12,0,1,1,1,,,3,,
240396,24,0,33,10,2010,7,4,13,12,0,1,1,1,,,3,,
240397,24,0,3,10,2010,6,12,14,12,0,1,1,0,,,6,,
240398,24,0,1,12,2010,5,6,13,42,0,1,1,0,,,1,1.0,
240399,24,0,45,10,2010,2,19,6,42,0,1,1,0,,,1,1.0,
240400,24,0,23,10,2010,4,22,5,42,0,2,1,1,,,2,,
240401,24,0,23,10,2010,1,4,4,42,0,1,1,1,,,3,,
240402,24,0,39,11,2010,7,1,2,42,0,1,1,1,11.0,27.0,4,,
240403,24,1,31,11,2010,1,8,14,8,0,1,1,0,,,2,,
240404,24,0,31,11,2010,7,15,14,12,0,1,1,0,,,3,,
240405,24,0,43,11,2010,4,7,11,12,0,1,1,0,,,3,,
240406,24,1,33,12,2010,7,2,16,8,0,1,1,0,,,2,,1.0
240407,24,0,11,12,2010,1,13,3,12,0,1,1,0,,,2,,
240408,24,2,33,12,2010,4,17,15,8,0,1,1,0,,,3,,1.0
240409,24,0,33,12,2010,5,1,13,24,0,1,1,1,,,3,,
240410,24,0,33,12,2010,7,2,14,33,0,1,1,0,,,2,,
240411,24,0,27,11,2010,4,7,14,12,0,1,2,0,,,5,1.0,
240412,24,0,31,11,2010,1,15,15,1,0,1,1,0,,,3,,
240413,24,1,35,12,2010,3,18,2,8,0,1,1,0,,,3,,
240414,24,1,5,12,2010,6,5,12,8,0,1,1,0,,,2,,
240415,24,0,27,12,2010,4,20,11,42,0,1,1,0,,,1,,
240416,24,1,35,12,2010,5,15,4,9,0,1,1,0,,,5,,
240417,24,0,5,12,2010,6,0,11,25,0,1,1,1,,,1,,
240418,24,0,15,8,2010,5,3,4,30,0,1,1,0,,,2,,
240419,24,0,510,7,2010,1,15,14,12,0,1,1,0,,,2,1.0,1.0
240420,24,0,25,9,2010,1,2,15,33,0,1,1,1,8.0,52.0,2,1.0,
240421,24,2,47,10,2010,4,8,4,19,0,2,1,0,,,4,1.0,
240422,24,0,27,10,2010,7,2,12,12,0,1,1,1,9.0,22.0,2,1.0,
240423,24,0,27,10,2010,3,21,6,42,0,1,1,1,,,1,,
240424,24,0,31,10,2010,2,0,13,12,0,1,1,0,,,3,1.0,1.0
240425,24,1,510,11,2010,6,16,13,8,0,1,1,0,,,2,,
240426,24,0,27,10,2010,6,16,6,42,0,1,1,1,,,1,1.0,
240427,24,0,37,12,2010,6,12,4,12,0,1,1,0,8.0,28.0,4,,
240428,24,1,43,12,2010,5,18,5,8,0,1,1,0,,,2,,
240429,24,0,5,11,2010,2,17,15,12,0,1,1,0,6.0,24.0,4,1.0,1.0
240430,24,0,21,12,2010,2,21,5,12,0,1,1,1,,,2,,
240431,24,0,37,12,2010,7,15,2,12,0,1,1,0,,,4,,
240432,24,0,21,12,2010,4,2,11,12,0,1,1,1,,,2,,
240433,24,0,45,12,2010,5,18,6,42,0,1,1,1,,,1,1.0,
240434,24,0,3,12,2010,1,21,3,43,0,1,1,1,,,1,,
240435,24,0,21,12,2010,3,19,16,42,0,1,1,1,,,2,1.0,
240436,24,1,5,12,2010,7,18,14,8,0,1,1,0,7.0,22.0,3,,
240437,24,0,17,12,2010,3,7,2,42,0,1,1,0,,,1,,
240438,24,0,3,12,2010,5,7,14,12,0,1,1,0,,,5,,
240439,24,0,11,12,2010,7,22,2,12,0,1,1,1,,,2,,
240440,24,0,27,12,2010,6,22,14,30,0,1,1,1,,,1,,
240441,24,0,43,12,2010,4,15,6,42,0,1,1,0,,,4,1.0,
240442,24,0,3,12,2010,6,2,16,42,0,1,1,1,,,1,1.0,
240443,24,0,35,12,2010,6,8,6,24,0,1,1,1,1.0,38.0,1,1.0,
240444,24,0,27,12,2010,6,15,11,1,0,1,1,1,9.0,,2,1.0,
240445,24,0,17,12,2010,4,16,2,12,0,1,1,0,,,5,,
240446,24,0,41,12,2010,6,22,6,42,0,1,1,1,,,1,1.0,
240447,24,3,31,12,2010,4,17,16,14,0,1,1,0,,,4,,
240448,24,0,27,12,2010,5,19,4,34,0,1,1,1,,,1,1.0,
240449,24,0,5,12,2010,4,15,15,5,0,1,1,0,,,2,,
240450,24,0,31,12,2010,1,10,13,42,0,2,1,0,,,3,,
240451,24,0,3,12,2010,3,15,13,33,0,1,1,0,,,1,,
240452,24,1,33,12,2010,3,18,14,8,0,1,1,0,,,6,1.0,1.0
240453,24,0,33,9,2010,3,17,16,42,0,1,1,0,,,1,,1.0
240454,24,0,33,3,2010,4,3,12,99,0,1,1,1,,,1,,
240455,24,0,33,4,2010,1,2,12,99,0,1,2,1,,,3,1.0,
240456,24,0,33,9,2010,2,4,12,99,0,2,1,1,,,2,,
240457,24,0,43,10,2010,7,2,4,42,0,1,1,0,,,1,,
240458,24,0,5,10,2010,5,10,4,31,0,1,1,1,16.0,,1,1.0,
240459,24,1,33,11,2010,6,0,12,12,0,1,1,0,,,3,,
240460,24,0,25,9,2010,7,1,15,12,0,1,1,1,4.0,26.0,2,1.0,
240461,24,0,15,11,2010,7,5,13,24,0,1,1,0,,,1,1.0,
240462,24,0,41,12,2010,1,5,5,32,0,1,1,0,,,1,,
240463,24,0,510,10,2010,1,22,13,12,0,2,1,1,,,3,1.0,
240464,24,0,33,12,2010,7,23,14,1,0,1,1,1,,,2,1.0,1.0
240465,24,0,510,9,2010,7,19,13,12,0,1,1,1,,,4,1.0,2.0
240466,24,1,33,12,2010,6,22,12,8,0,1,1,0,,,2,,
240467,24,0,33,12,2010,1,1,12,12,0,1,2,0,,,4,,
250001,25,0,13,1,2010,7,15,4,17,0,10,1,0,9.0,51.0,1,,
250002,25,1,1,1,2010,6,3,16,8,0,99,1,0,10.0,,2,,
250003,25,0,9,1,2010,2,6,11,12,0,99,1,0,,,4,,1.0
250004,25,0,11,1,2010,1,13,2,12,0,98,1,1,,,3,,
250005,25,1,25,1,2010,5,20,11,8,0,10,1,0,9.0,9.0,2,,
250006,25,0,23,1,2010,5,14,16,14,0,1,1,0,7.0,46.0,1,,
250007,25,0,27,1,2010,2,10,12,48,0,1,1,0,0.0,,1,1.0,
250008,25,0,13,1,2010,3,12,14,30,0,8,1,1,6.0,,1,,
250009,25,0,5,1,2010,7,0,11,26,0,1,1,1,3.0,,2,,
250010,25,0,13,1,2010,3,1,16,33,0,10,1,1,4.0,24.0,3,1.0,
250011,25,0,5,1,2010,1,20,11,24,0,1,1,1,6.0,31.0,1,,
250012,25,1,21,1,2010,2,17,13,8,0,2,1,0,2.0,,2,,
250013,25,1,21,1,2010,2,16,12,8,0,2,1,0,0.0,,2,,
250014,25,1,17,1,2010,3,11,14,8,0,1,1,0,3.0,,4,,
250015,25,0,7,2,2010,2,17,16,42,0,98,1,0,4.0,13.0,1,,
250016,25,0,17,2,2010,2,9,11,42,0,1,1,0,9.0,,1,,
250017,25,1,5,2,2010,5,7,16,8,0,1,1,0,2.0,17.0,2,,
250018,25,1,9,2,2010,6,8,14,8,0,1,1,1,8.0,,2,,
250019,25,0,27,2,2010,7,1,16,39,0,1,1,1,7.0,37.0,1,1.0,
250020,25,0,27,2,2010,1,0,14,30,0,1,1,1,2.0,,1,1.0,
250021,25,0,21,2,2010,2,0,16,42,0,1,1,1,3.0,,1,,
250022,25,0,27,2,2010,7,2,14,30,0,1,1,1,6.0,,1,,
250023,25,0,27,2,2010,1,1,16,42,0,10,1,1,6.0,,2,1.0,
250024,25,0,27,3,2010,2,0,11,24,0,1,1,1,8.0,12.0,1,1.0,
250025,25,0,27,3,2010,5,23,16,42,0,10,1,1,,,1,,
250026,25,0,1,3,2010,7,23,16,53,0,1,1,1,,,1,1.0,
250027,25,0,23,3,2010,2,20,11,35,0,1,1,0,,,1,1.0,
250028,25,0,13,3,2010,6,4,16,24,0,1,1,1,3.0,26.0,1,1.0,
250029,25,0,27,3,2010,3,15,16,42,0,1,1,0,9.0,,1,,
250030,25,0,1,4,2010,6,0,16,1,0,1,1,0,6.0,28.0,1,1.0,
250031,25,0,23,3,2010,4,20,16,42,0,1,1,1,6.0,,1,,
250032,25,0,17,3,2010,4,2,12,42,0,1,1,1,4.0,24.0,1,1.0,1.0
250033,25,0,9,3,2010,5,2,12,24,0,1,1,1,,,1,1.0,
250034,25,0,23,3,2010,1,17,16,38,0,1,1,0,2.0,45.0,1,,
250035,25,0,23,4,2010,7,15,11,24,0,1,1,0,,,1,,
250036,25,0,17,4,2010,1,23,16,53,0,10,1,0,,,1,,
250038,25,0,9,4,2010,4,22,11,1,0,1,1,0,7.0,,1,,
250039,25,0,1,3,2010,4,21,12,43,0,1,1,0,5.0,41.0,1,,
250040,25,0,5,3,2010,5,22,16,42,0,10,1,1,,,1,1.0,
250041,25,0,9,3,2010,1,21,12,99,0,2,1,0,3.0,,2,,1.0
250042,25,1,9,3,2010,3,19,1,8,0,10,1,0,9.0,20.0,2,,
250043,25,1,27,3,2010,4,4,12,8,0,2,1,0,,,2,,
250044,25,0,13,4,2010,7,1,16,30,0,1,1,0,,,1,1.0,1.0
250045,25,0,27,1,2010,1,11,14,12,0,1,1,0,5.0,32.0,4,,
250046,25,0,9,1,2010,6,18,14,12,0,1,1,0,,,3,,
250047,25,0,17,1,2010,6,5,12,12,0,1,1,0,,,2,,
250048,25,0,27,2,2010,6,21,11,12,0,1,1,0,4.0,64.0,10,,
250049,25,0,17,2,2010,3,1,11,24,0,1,1,0,8.0,30.0,2,1.0,
250050,25,0,21,2,2010,1,0,16,30,0,1,1,1,5.0,,3,,
250051,25,0,13,3,2010,6,11,12,24,0,1,1,0,,,2,,
250052,25,0,5,3,2010,7,22,11,24,0,2,1,0,6.0,4.0,3,1.0,
250053,25,0,15,3,2010,4,20,16,54,0,1,1,1,,,2,,
250054,25,1,25,4,2010,5,6,12,8,0,10,1,0,6.0,,2,,
250055,25,0,5,5,2010,7,16,12,33,0,1,1,0,3.0,,1,1.0,
250056,25,0,21,5,2010,1,1,12,1,0,1,1,1,11.0,19.0,6,1.0,
250057,25,0,13,3,2010,6,9,11,12,0,1,2,0,7.0,,4,,1.0
250058,25,0,27,5,2010,1,17,3,42,0,1,1,0,11.0,,1,,
250059,25,1,23,5,2010,2,8,16,8,0,1,1,0,2.0,33.0,3,,
250060,25,1,13,5,2010,7,11,12,8,0,2,1,0,,,2,,
250061,25,0,21,5,2010,7,22,16,17,0,1,1,1,8.0,,1,,1.0
250062,25,0,23,4,2010,5,13,12,1,0,1,1,0,5.0,,2,1.0,
250063,25,0,13,5,2010,5,21,16,42,0,10,1,1,9.0,,1,1.0,
250064,25,0,11,5,2010,3,0,6,24,0,1,1,1,8.0,36.0,3,1.0,
250065,25,0,3,5,2010,7,18,2,30,0,1,2,0,,,2,1.0,
250066,25,0,27,3,2010,1,14,12,12,0,1,1,0,,,2,,
250067,25,1,5,4,2010,2,16,14,8,0,10,1,0,4.0,23.0,2,,
250068,25,0,21,4,2010,6,2,11,24,0,1,1,1,,,8,1.0,
250069,25,1,23,3,2010,7,19,12,8,0,1,1,0,1.0,20.0,3,,
250070,25,1,5,4,2010,7,2,11,8,0,1,1,0,9.0,23.0,2,,
250071,25,1,21,5,2010,1,20,12,8,0,1,1,0,6.0,,4,,
250072,25,1,1,5,2010,6,5,16,8,0,2,1,0,9.0,24.0,2,,
250073,25,1,17,5,2010,2,17,14,9,0,1,1,0,,,2,,
250074,25,0,27,4,2010,7,15,12,34,0,1,1,1,,,1,,
250075,25,0,27,5,2010,7,18,16,10,0,10,1,0,4.0,,1,,
250076,25,0,23,5,2010,7,20,12,24,0,10,1,1,1.0,,3,1.0,
250077,25,0,13,5,2010,6,12,12,32,0,1,1,0,6.0,,1,,1.0
250078,25,0,5,5,2010,7,1,16,33,0,1,1,0,4.0,,3,,2.0
250079,25,0,23,2,2010,1,3,12,31,0,1,1,0,7.0,72.0,1,,
250080,25,0,5,4,2010,7,10,16,12,0,1,1,0,6.0,19.0,5,,
250081,25,0,13,2,2010,6,22,1,35,0,1,1,1,10.0,,2,,
250082,25,0,9,5,2010,3,10,11,12,0,98,1,1,7.0,35.0,3,,1.0
250083,25,0,27,5,2010,1,11,12,12,0,1,1,0,1.0,5.0,3,,
250084,25,0,23,6,2010,4,18,16,35,0,1,1,0,5.0,33.0,1,,
250085,25,0,27,6,2010,6,14,14,42,0,1,1,0,5.0,26.0,1,,
250086,25,0,3,6,2010,7,5,6,58,0,1,1,0,,,1,,
250087,25,1,17,6,2010,3,12,14,8,0,1,1,0,9.0,46.0,2,,
250088,25,1,13,6,2010,3,18,12,9,0,10,1,0,3.0,33.0,2,,
250089,25,0,15,6,2010,3,7,16,35,0,1,1,0,,,1,1.0,1.0
250090,25,0,13,6,2010,4,17,16,12,0,1,1,0,3.0,,4,,
250091,25,0,17,6,2010,1,10,12,30,8,2,1,1,5.0,20.0,1,,
250092,25,0,5,6,2010,6,8,11,30,0,1,1,0,7.0,26.0,2,,
250093,25,0,9,6,2010,6,0,12,42,0,1,1,1,6.0,,1,1.0,
250094,25,0,5,6,2010,3,6,16,12,0,1,1,0,4.0,16.0,2,,
250095,25,0,27,4,2010,2,18,16,12,0,2,1,0,12.0,22.0,2,,
