ST_CASE,STATE,COUNTY,MONTH,YEAR,DAY_WEEK,HOUR,ROAD_FNC,HARM_EV,WRK_ZONE,WEATHER,FATALS,DRUNK_DR,RESPONSE_TIME,HOSP_ARR_TIME,Unnamed: 53,person_count,SPEEDREL,L_STATUS
60184,6,37,2,2014,2,5,13,8,0,1,1,0,,,,3,,1.0
60185,6,79,2,2014,1,12,12,59,0,2,1,0,,,,1,1.0,
60186,6,79,2,2014,1,14,2,35,0,2,1,1,,,,1,,
60187,6,65,2,2014,2,11,16,33,0,1,1,0,,,,2,1.0,
60188,6,111,1,2014,3,9,2,33,0,1,1,0,,,,1,,
60189,6,37,2,2014,1,15,13,12,0,1,1,0,,,,3,,
60190,6,99,2,2014,2,18,6,9,0,1,1,0,,,,3,,
60191,6,101,2,2014,1,18,2,8,0,1,1,0,,,,2,,
60192,6,99,1,2014,5,22,16,18,0,1,1,0,,,,3,1.0,1.0
60193,6,37,2,2014,5,1,13,30,0,1,1,0,,,,1,1.0,1.0
60194,6,73,2,2014,2,22,2,8,0,1,1,0,,,,2,,1.0
60195,6,61,2,2014,5,7,4,42,0,10,1,0,,,,1,,
60196,6,87,2,2014,6,13,12,8,0,2,1,0,,,,3,,
60197,6,29,2,2014,3,18,2,24,0,1,1,1,,,,2,,1.0
60198,6,67,2,2014,6,14,11,33,0,2,1,0,,,,2,1.0,1.0
60199,6,71,2,2014,6,16,1,1,0,10,1,1,,,,4,,
60200,6,67,2,2014,5,10,14,12,0,1,1,0,,,,3,1.0,
60201,6,53,2,2014,3,19,13,8,0,1,1,0,,,,3,,
60202,6,65,2,2014,6,20,13,12,0,1,2,0,,,,3,,1.0
60203,6,37,2,2014,3,19,16,58,0,1,1,0,,,,3,1.0,1.0
60204,6,59,2,2014,5,11,13,42,0,1,1,0,,,,1,,
60205,6,85,2,2014,6,23,12,8,0,10,1,0,,,,6,,1.0
60206,6,61,2,2014,7,7,4,12,0,1,1,0,,,,3,,
60207,6,19,2,2014,5,18,2,12,0,1,1,1,,,,3,,1.0
60208,6,71,1,2014,6,17,14,8,0,1,1,0,,,,3,,
60209,6,65,2,2014,7,12,3,9,0,1,1,0,,,,2,,
60210,6,65,2,2014,4,18,12,12,0,1,1,0,,,,4,,
60211,6,65,2,2014,7,20,11,1,0,1,1,1,,,,3,,1.0
60212,6,25,1,2014,7,5,11,33,0,1,2,0,,,,5,,
60213,6,67,2,2014,7,15,15,12,0,1,1,0,,,,2,,
60214,6,79,2,2014,6,12,3,24,0,1,1,0,,,,1,1.0,
60215,6,37,2,2014,5,15,13,43,0,2,1,0,,,,2,1.0,
60216,6,25,1,2014,2,17,2,12,0,1,3,0,,,,5,,
60217,6,37,2,2014,6,5,3,8,0,1,1,0,,,,2,,
60218,6,57,2,2014,5,16,1,8,0,4,1,0,,,,2,1.0,1.0
60219,6,37,2,2014,7,22,13,12,0,1,1,1,,,,3,,1.0
60220,6,67,2,2014,6,9,11,25,0,10,1,0,,,,3,,
60221,6,71,1,2014,3,1,3,8,0,1,1,1,,,,2,1.0,2.0
60222,6,29,2,2014,1,1,16,44,0,10,1,1,,,,3,,
60223,6,59,1,2014,3,16,14,9,0,10,1,0,,,,2,,1.0
60224,6,109,2,2014,5,20,4,12,0,10,1,0,,,,4,,
60225,6,71,1,2014,5,4,11,14,0,10,1,0,,,,3,,1.0
60226,6,25,2,2014,6,0,3,34,0,1,2,1,,,,2,1.0,1.0
60227,6,37,2,2014,1,5,11,12,0,1,1,0,,,,2,1.0,1.0
60228,6,65,3,2014,7,9,14,33,0,10,1,0,,,,3,,
60229,6,67,2,2014,1,21,2,8,0,2,1,0,,,,5,,
60230,6,19,1,2014,7,18,4,12,0,1,3,1,,,,5,,1.0
60231,6,95,1,2014,6,6,1,12,0,1,1,0,,,,3,,1.0
60232,6,37,2,2014,5,21,13,8,0,1,1,0,,,,3,,2.0
60233,6,37,2,2014,6,15,16,12,0,1,1,0,,,,3,1.0,
60234,6,37,2,2014,5,23,13,19,0,1,1,0,,,,1,1.0,
60235,6,67,2,2014,6,18,14,8,0,10,1,0,,,,3,,
60236,6,73,2,2014,6,1,12,25,0,1,1,1,,,,1,1.0,
60238,6,37,2,2014,6,23,16,33,0,1,1,0,,,,1,1.0,
60239,6,109,1,2014,6,17,2,24,0,1,1,0,,,,3,,
60240,6,77,2,2014,6,20,12,12,0,1,1,1,,,,3,,
60241,6,47,2,2014,6,6,2,52,0,1,1,0,,,,2,,
60242,6,45,2,2014,2,1,2,42,0,2,1,1,,,,1,,
60243,6,73,2,2014,5,23,11,8,0,10,1,0,,,,2,,
60244,6,75,2,2014,7,1,13,23,0,1,1,1,,,,1,,
60245,6,37,2,2014,3,3,14,12,0,5,1,0,,,,2,,
60246,6,37,2,2014,1,18,13,12,0,1,1,1,,,,6,,1.0
60247,6,37,2,2014,3,7,14,8,0,1,1,0,,,,3,,
60248,6,107,2,2014,7,2,2,8,0,1,1,0,,,,2,1.0,1.0
60249,6,13,2,2014,5,23,13,33,0,1,1,1,,,,4,,1.0
60250,6,65,2,2014,1,21,14,8,0,1,1,0,,,,4,,2.0
60251,6,53,2,2014,3,14,4,9,0,1,1,0,,,,4,,
60252,6,37,2,2014,7,2,14,12,0,1,1,1,,,,4,,1.0
60253,6,107,2,2014,2,0,13,42,0,1,1,1,,,,2,1.0,
60254,6,59,2,2014,3,21,15,33,0,1,1,0,,,,1,,1.0
60255,6,83,2,2014,2,1,12,12,0,1,1,1,,,,7,,
60256,6,35,2,2014,7,7,2,43,0,10,1,1,,,,1,,
60257,6,73,2,2014,7,15,16,14,0,1,1,1,,,,1,1.0,
60258,6,105,2,2014,3,21,2,1,0,10,1,1,,,,2,1.0,1.0
60259,6,73,2,2014,2,20,14,8,0,10,1,0,,,,2,,1.0
60260,6,109,2,2014,7,16,6,1,0,1,1,1,,,,1,1.0,
60261,6,37,2,2014,3,13,3,53,0,10,1,1,,,,1,1.0,1.0
60262,6,107,2,2014,4,18,13,12,0,1,1,0,,,,4,,
60263,6,19,2,2014,7,19,4,12,0,1,5,0,,,,6,,1.0
60264,6,29,2,2014,4,20,12,12,1,1,1,0,,,,4,,
60265,6,77,1,2014,6,20,2,12,0,1,1,1,,,,2,,
60266,6,17,1,2014,7,13,3,53,0,1,1,1,,,,1,,
60267,6,113,2,2014,7,19,14,8,0,2,1,0,,,,2,,
60268,6,73,2,2014,4,22,11,9,0,1,1,0,,,,2,,
60269,6,73,2,2014,4,22,14,15,0,1,1,1,,,,4,,
60270,6,67,2,2014,7,1,13,42,0,1,2,1,,,,2,,
60271,6,37,2,2014,1,2,3,14,0,1,1,0,,,,2,,
60272,6,37,2,2014,5,5,13,8,0,1,1,0,,,,2,,
60273,6,71,2,2014,1,8,1,1,0,1,1,0,,,,1,,
60274,6,71,2,2014,6,7,12,38,0,1,1,0,,,,1,,
60275,6,59,2,2014,1,11,13,1,0,1,1,0,,,,1,,
60276,6,59,2,2014,5,22,13,9,0,1,1,0,,,,2,,1.0
60277,6,65,2,2014,1,9,11,1,0,1,1,0,,,,2,,
60278,6,29,2,2014,2,17,2,12,0,1,1,1,,,,2,,1.0
60279,6,37,2,2014,1,16,13,12,0,1,1,0,,,,3,1.0,
60280,6,37,2,2014,6,11,14,8,0,1,1,0,,,,2,,
60281,6,73,1,2014,6,20,11,8,1,1,1,0,,,,2,,
60282,6,53,2,2014,1,17,4,42,0,1,1,0,,,,1,,
60283,6,57,2,2014,4,20,2,12,0,10,1,1,,,,2,1.0,1.0
60284,6,61,2,2014,3,19,2,8,0,10,1,0,,,,4,,
60285,6,53,2,2014,3,99,4,43,0,1,1,1,,,,1,1.0,
60286,6,77,2,2014,6,15,4,12,0,1,1,0,,,,8,1.0,
60287,6,59,2,2014,1,18,13,12,0,1,1,0,,,,10,1.0,
60288,6,7,2,2014,4,99,6,1,0,1,1,1,,,,1,,1.0
60289,6,73,2,2014,1,18,5,15,0,1,1,0,,,,2,,1.0
60290,6,73,2,2014,7,0,11,8,0,1,1,1,,,,3,,
60291,6,59,2,2014,6,17,14,12,0,1,1,0,,,,2,1.0,
60292,6,73,2,2014,1,19,15,8,0,1,1,0,,,,2,,1.0
60293,6,65,2,2014,6,18,11,8,0,1,1,0,,,,3,,
60294,6,95,2,2014,3,18,12,12,0,1,1,0,,,,2,1.0,
60295,6,107,2,2014,2,7,5,42,0,1,2,0,,,,2,,1.0
60296,6,73,2,2014,2,18,13,8,0,1,1,0,,,,2,,
60297,6,13,2,2014,5,23,13,33,0,10,1,1,,,,1,1.0,1.0
60298,6,37,2,2014,4,23,13,9,0,10,1,0,,,,2,,
60299,6,71,2,2014,7,2,14,12,0,1,1,2,,,,2,,
60300,6,71,2,2014,5,22,16,15,0,10,1,0,,,,3,,1.0
60301,6,73,2,2014,5,6,2,12,0,2,1,0,,,,4,1.0,
60302,6,113,2,2014,5,2,11,12,0,2,1,1,,,,2,,
60303,6,65,2,2014,2,4,11,30,1,1,1,1,,,,1,,1.0
60304,6,73,2,2014,7,5,11,8,0,1,1,0,,,,4,1.0,1.0
60305,6,1,2,2014,6,4,12,12,0,2,1,0,,,,2,1.0,
60306,6,79,2,2014,4,15,12,12,0,10,2,1,,,,3,,
60307,6,37,2,2014,6,2,14,8,0,2,1,0,,,,2,,
60308,6,67,2,2014,1,11,3,12,0,1,1,0,,,,2,1.0,
60309,6,13,2,2014,1,99,12,42,0,2,1,0,,,,1,,
60310,6,37,2,2014,6,5,13,42,0,2,1,0,,,,1,1.0,1.0
60311,6,65,2,2014,5,3,4,8,0,10,1,0,,,,2,,
60312,6,59,2,2014,4,13,13,8,0,1,1,0,,,,3,,
60313,6,73,2,2014,2,21,13,12,0,1,1,2,,,,2,1.0,
60314,6,37,3,2014,7,0,13,33,0,1,2,1,,,,6,1.0,
60315,6,37,2,2014,7,16,3,44,0,1,1,0,,,,6,1.0,
60316,6,37,2,2014,6,2,11,12,0,2,1,0,,,,3,1.0,1.0
60317,6,59,2,2014,3,16,14,12,0,1,1,1,,,,3,,
60318,6,37,2,2014,6,10,3,33,0,2,1,0,,,,2,1.0,
60319,6,71,3,2014,7,14,6,8,0,10,1,0,,,,10,1.0,1.0
60320,6,75,2,2014,3,18,11,8,0,10,1,0,,,,2,,1.0
60321,6,29,2,2014,6,13,2,12,0,2,1,0,,,,3,,1.0
60322,6,37,2,2014,4,5,11,8,4,10,1,0,,,,2,,
60323,6,97,2,2014,6,19,15,33,0,2,1,1,,,,2,1.0,1.0
60324,6,1,3,2014,2,0,14,12,0,10,1,2,,,,3,,1.0
60325,6,71,3,2014,7,14,1,25,0,2,1,0,,,,1,,
60326,6,83,2,2014,4,14,12,33,0,2,1,0,,,,2,1.0,
60327,6,59,3,2014,7,16,11,12,0,2,1,0,,,,4,1.0,
60328,6,59,3,2014,2,5,16,12,0,1,1,1,,,,2,,
60329,6,71,3,2014,1,9,2,35,0,10,1,0,,,,2,,
60330,6,67,3,2014,1,17,14,8,0,10,1,0,,,,4,,
60331,6,25,2,2014,6,99,1,1,0,10,1,0,,,,1,,
60332,6,107,3,2014,7,6,2,38,0,1,1,1,,,,1,,
60333,6,101,3,2014,7,5,12,8,0,10,1,0,,,,3,,
60334,6,19,3,2014,5,19,2,8,0,1,1,0,,,,2,,
60335,6,73,3,2014,7,15,11,12,0,1,1,0,,,,5,1.0,1.0
60336,6,19,2,2014,4,17,5,12,0,2,3,1,,,,6,1.0,1.0
60337,6,37,3,2014,2,5,13,8,0,10,1,0,,,,2,,
60338,6,71,3,2014,7,22,11,1,0,1,1,0,,,,1,1.0,
60339,6,71,3,2014,6,6,1,12,0,1,1,0,,,,3,,1.0
60340,6,1,3,2014,7,22,11,8,0,10,1,0,,,,4,,
60341,6,37,3,2014,7,22,16,42,0,1,1,1,,,,3,1.0,
60342,6,1,3,2014,7,22,1,24,0,1,1,0,,,,1,1.0,
60343,6,29,3,2014,7,4,2,30,0,1,1,1,,,,1,,
60344,6,1,3,2014,2,5,13,8,0,1,1,0,,,,2,,
60345,6,71,3,2014,7,5,1,12,0,1,1,0,,,,3,1.0,1.0
60346,6,1,3,2014,1,15,11,12,0,1,1,0,,,,4,,1.0
60347,6,29,3,2014,1,18,2,1,0,1,1,0,,,,1,,
60348,6,101,3,2014,2,12,2,12,0,2,1,0,,,,2,,1.0
60349,6,83,3,2014,1,19,4,8,0,1,1,1,,,,6,,
60350,6,73,3,2014,2,16,15,9,0,1,1,0,,,,2,,1.0
60351,6,71,3,2014,7,13,14,12,0,1,1,0,,,,3,1.0,
60352,6,71,3,2014,2,17,15,12,0,1,1,1,,,,2,,1.0
60353,6,85,3,2014,1,4,12,8,0,10,1,0,,,,2,,
60354,6,37,3,2014,1,7,13,9,0,1,1,0,,,,2,,
60355,6,85,3,2014,3,3,11,8,0,10,1,0,,,,3,,1.0
60356,6,95,3,2014,1,13,1,16,0,10,1,0,,,,1,,1.0
60357,6,59,3,2014,2,21,11,8,0,1,1,0,,,,2,,
60358,6,19,3,2014,2,0,12,12,0,1,1,1,,,,7,,
60359,6,65,3,2014,3,13,13,8,0,1,1,0,,,,2,,
60360,6,37,3,2014,2,20,13,8,0,1,1,0,,,,2,,
60361,6,77,2,2014,7,19,1,38,0,1,1,1,,,,3,,
60362,6,37,3,2014,4,7,11,12,0,10,1,0,,,,3,1.0,
60363,6,13,3,2014,3,18,13,8,0,10,1,0,,,,2,,
60364,6,37,3,2014,5,11,14,1,0,1,1,0,,,,2,,2.0
60365,6,57,3,2014,3,20,2,12,0,1,1,0,,,,4,,
60366,6,81,3,2014,5,13,2,1,0,1,1,0,,,,2,1.0,
60367,6,85,3,2014,1,1,13,42,0,1,1,1,,,,4,1.0,1.0
60368,6,73,3,2014,5,19,3,8,0,1,1,0,,,,3,,
60369,6,71,2,2014,4,99,3,8,0,10,1,0,,,,2,,1.0
60370,6,59,3,2014,1,22,14,14,0,1,2,1,,,,3,1.0,
60371,6,107,3,2014,6,18,2,12,0,1,1,0,,,,2,,
60372,6,45,3,2014,2,20,2,8,0,1,1,0,,,,2,,
60373,6,17,3,2014,3,12,5,42,0,1,1,0,,,,2,,
60374,6,71,3,2014,5,20,13,33,0,1,4,1,,,,4,1.0,1.0
60375,6,13,3,2014,4,4,14,9,0,1,1,0,,,,2,,
60376,6,7,3,2014,6,18,6,1,0,1,1,0,,,,5,1.0,
60377,6,67,3,2014,4,6,12,21,0,10,1,0,,,,1,1.0,
60378,6,37,2,2014,7,20,15,33,0,1,1,0,,,,1,1.0,
60379,6,37,3,2014,4,14,14,14,0,1,1,0,,,,2,1.0,
60380,6,99,3,2014,2,17,12,1,0,1,1,1,,,,2,1.0,1.0
60381,6,45,3,2014,4,17,2,1,0,2,1,0,,,,1,1.0,
60382,6,111,2,2014,6,10,12,12,0,2,1,0,,,,3,1.0,
60383,6,23,3,2014,2,23,2,12,0,1,1,1,,,,2,,
60384,6,37,3,2014,6,19,4,35,0,1,1,0,,,,2,,
60385,6,111,3,2014,4,23,4,35,0,1,1,1,,,,1,,
60386,6,71,3,2014,3,6,13,12,0,1,1,0,,,,3,1.0,
60387,6,51,3,2014,4,5,4,44,0,10,1,1,,,,2,1.0,
60388,6,37,3,2014,6,21,16,38,0,1,1,0,,,,1,1.0,1.0
60389,6,55,3,2014,3,7,4,12,0,1,1,0,,,,3,,1.0
60390,6,99,3,2014,3,99,2,1,0,1,1,1,,,,1,,1.0
60391,6,85,3,2014,4,21,13,8,0,1,1,0,,,,4,,
60392,6,89,3,2014,6,22,6,42,0,1,1,1,,,,1,,
60393,6,73,3,2014,5,2,15,33,0,1,1,1,,,,1,1.0,
60394,6,79,3,2014,6,23,6,1,0,1,1,1,,,,2,1.0,
60395,6,97,3,2014,4,9,6,43,0,1,1,0,,,,1,1.0,
60396,6,73,3,2014,5,7,4,12,0,1,1,0,,,,2,,
60397,6,37,3,2014,5,1,2,33,0,1,1,1,,,,4,1.0,1.0
60398,6,65,3,2014,3,16,11,12,0,1,1,0,,,,2,1.0,1.0
60399,6,37,3,2014,5,10,15,8,0,1,1,0,,,,2,,1.0
60400,6,73,3,2014,7,9,11,24,0,10,1,0,,,,1,1.0,
60401,6,71,3,2014,5,8,14,8,0,1,1,0,,,,2,,
60402,6,37,3,2014,7,0,13,8,0,1,1,0,,,,3,1.0,1.0
60403,6,37,3,2014,5,12,14,9,0,1,1,0,,,,2,,
60404,6,39,3,2014,7,11,14,12,0,1,1,0,,,,5,,
60405,6,65,3,2014,7,0,4,1,0,1,1,1,,,,1,1.0,1.0
60406,6,59,3,2014,5,12,11,12,0,1,1,0,,,,2,1.0,
60407,6,37,3,2014,6,1,13,12,1,1,1,1,,,,6,1.0,
60408,6,1,3,2014,7,22,12,12,0,1,1,1,,,,3,1.0,1.0
60409,6,67,3,2014,1,4,11,33,1,1,1,1,,,,1,1.0,1.0
60410,6,73,3,2014,7,3,14,33,0,1,1,1,,,,1,1.0,
60411,6,65,3,2014,2,16,2,12,0,1,1,0,,,,2,1.0,
60412,6,71,3,2014,5,22,13,12,0,1,1,0,,,,2,1.0,1.0
60413,6,97,3,2014,7,17,12,12,0,1,2,0,,,,7,1.0,
60414,6,59,3,2014,1,4,16,15,0,1,1,0,,,,2,,
60415,6,37,3,2014,1,5,13,7,0,10,1,0,,,,1,1.0,1.0
60417,6,19,3,2014,6,7,4,12,0,1,2,0,,,,6,,1.0
60418,6,89,3,2014,2,20,4,12,0,1,1,1,,,,2,,1.0
60419,6,73,3,2014,7,18,4,12,0,1,1,0,,,,3,,
60420,6,37,3,2014,1,12,14,12,0,1,1,0,,,,12,,1.0
60421,6,71,3,2014,2,21,13,9,0,1,1,0,,,,2,,
60422,6,1,3,2014,3,1,13,12,0,1,1,1,,,,2,1.0,
60423,6,71,3,2014,2,20,13,8,0,1,1,0,,,,3,,
60424,6,95,3,2014,6,9,1,35,0,1,1,1,,,,1,,
60425,6,95,3,2014,1,9,13,8,0,1,1,0,,,,2,,1.0
60426,6,29,3,2014,4,15,2,12,0,6,1,0,,,,3,,
60427,6,59,3,2014,1,13,16,33,0,1,1,0,,,,1,1.0,
60428,6,73,3,2014,6,15,14,33,0,1,1,0,,,,1,,
60429,6,23,3,2014,2,16,2,12,0,10,1,0,,,,2,1.0,
60430,6,95,3,2014,1,15,11,59,0,1,1,0,,,,1,,
60431,6,53,3,2014,5,6,2,8,1,10,1,0,,,,2,,
60432,6,19,3,2014,5,13,12,8,0,1,1,0,,,,2,,1.0
60433,6,29,3,2014,2,15,4,12,0,1,1,0,,,,4,,
60434,6,73,3,2014,1,19,6,35,0,1,1,1,,,,1,1.0,
60435,6,37,3,2014,5,14,16,8,0,1,1,0,,,,2,1.0,
60436,6,19,3,2014,1,23,1,54,0,1,1,1,,,,2,,
60437,6,73,2,2014,1,2,12,12,0,1,1,1,,,,3,,
60438,6,19,3,2014,2,19,12,12,0,1,1,0,,,,2,,1.0
60439,6,63,3,2014,2,10,2,59,0,1,1,0,,,,1,,
60440,6,37,3,2014,2,19,11,8,0,1,1,0,,,,3,,2.0
60441,6,59,3,2014,5,16,13,12,0,1,1,0,,,,3,1.0,
60442,6,19,3,2014,6,7,12,12,0,1,1,0,,,,3,,
60443,6,95,2,2014,1,2,1,25,0,1,1,0,,,,2,,
60444,6,107,3,2014,4,6,2,12,0,10,1,0,,,,2,,
60445,6,111,3,2014,6,11,2,42,0,1,1,0,,,,1,,
60446,6,37,3,2014,6,14,14,33,0,1,1,0,,,,3,1.0,
60447,6,99,3,2014,4,12,4,8,0,10,1,0,,,,2,,
60448,6,109,3,2014,6,15,2,12,0,1,1,0,,,,3,,
60449,6,29,3,2014,1,15,6,1,0,1,1,1,,,,1,,
60450,6,73,3,2014,1,14,4,41,0,1,1,1,,,,1,1.0,1.0
60451,6,59,3,2014,7,14,14,8,0,1,1,0,,,,2,,
60452,6,85,3,2014,4,21,16,10,0,1,1,1,,,,1,,
60453,6,73,3,2014,6,22,14,8,0,1,1,1,,,,2,,
60454,6,85,3,2014,1,16,13,12,0,1,1,1,,,,2,,
60455,6,37,3,2014,1,4,11,33,0,1,1,1,,,,1,1.0,
60456,6,65,3,2014,1,12,11,12,0,1,1,0,,,,4,,
60457,6,37,3,2014,1,6,14,33,0,1,1,0,,,,2,1.0,
60458,6,97,4,2014,6,16,4,12,0,10,1,0,,,,2,1.0,
60459,6,73,3,2014,2,12,13,1,0,1,1,0,,,,3,,
60460,6,71,3,2014,4,23,14,8,0,1,1,0,,,,2,,
60461,6,37,4,2014,5,9,16,8,0,1,1,0,,,,2,1.0,2.0
60462,6,65,4,2014,5,7,13,12,0,1,1,0,,,,6,,1.0
60463,6,47,4,2014,7,0,2,8,0,1,1,0,,,,2,,
60464,6,1,4,2014,5,11,2,9,0,1,1,0,,,,2,,
60465,6,109,4,2014,7,14,2,53,0,1,1,1,,,,2,,
60466,6,59,4,2014,5,8,12,25,0,1,1,0,,,,1,1.0,
60467,6,37,3,2014,1,18,13,12,0,1,1,0,,,,3,,
60468,6,39,4,2014,5,9,2,12,0,1,2,1,,,,7,1.0,
60469,6,87,4,2014,5,22,12,8,0,10,1,0,,,,3,,
60470,6,37,3,2014,1,0,13,12,0,1,1,1,,,,7,1.0,1.0
60471,6,71,3,2014,2,6,1,1,0,1,1,0,,,,1,,
60472,6,111,4,2014,1,6,2,8,0,1,1,0,,,,2,,
60473,6,1,4,2014,6,12,13,8,0,1,1,0,,,,3,,1.0
60474,6,25,3,2014,2,18,1,1,0,1,1,0,,,,4,,
60475,6,55,4,2014,1,15,2,12,0,1,1,0,,,,5,,1.0
60476,6,53,3,2014,2,19,6,8,0,2,1,0,,,,6,,
60477,6,37,2,2014,7,18,11,8,0,1,1,0,,,,3,,1.0
60478,6,73,4,2014,7,17,2,17,0,10,1,1,,,,1,,
60479,6,33,4,2014,3,4,2,42,0,2,2,0,,,,2,,
60480,6,61,4,2014,7,18,2,35,0,1,1,0,,,,1,,
60481,6,65,4,2014,1,17,1,58,0,1,2,0,,,,9,,
60482,6,19,4,2014,3,17,4,8,0,1,1,0,,,,2,,1.0
60483,6,71,3,2014,1,16,1,1,0,1,4,0,,,,10,,1.0
60484,6,37,4,2014,4,20,14,8,0,1,1,1,,,,2,,1.0
60485,6,37,2,2014,7,18,3,12,0,1,1,0,,,,5,,
60486,6,115,1,2014,4,14,3,1,0,1,1,0,,,,2,1.0,1.0
60487,6,71,4,2014,1,13,4,12,0,1,2,0,,,,2,1.0,2.0
60488,6,85,4,2014,4,20,12,8,0,1,1,0,,,,4,,
60489,6,95,4,2014,7,19,4,59,0,1,2,1,,,,5,1.0,
60490,6,37,1,2014,7,2,12,12,0,1,1,2,,,,3,1.0,2.0
60491,6,13,4,2014,4,99,13,33,0,2,1,1,,,,1,1.0,1.0
60492,6,37,3,2014,7,19,14,8,0,1,1,0,,,,2,,
60493,6,25,4,2014,7,20,1,8,0,1,1,0,,,,4,,
60494,6,37,4,2014,5,3,12,12,0,1,1,0,,,,2,1.0,
60495,6,65,4,2014,1,7,2,12,0,1,1,0,,,,3,1.0,
60496,6,65,4,2014,1,18,15,9,0,1,1,0,,,,2,,1.0
60497,6,67,4,2014,1,21,11,8,0,1,1,0,,,,8,1.0,
60498,6,65,1,2014,6,11,2,14,0,10,1,0,,,,2,,
60499,6,93,4,2014,2,99,2,1,0,1,1,1,,,,1,,
60500,6,59,4,2014,7,20,12,12,0,1,1,1,,,,3,,1.0
60501,6,37,4,2014,2,19,14,12,0,1,1,0,,,,4,,1.0
60502,6,37,3,2014,5,19,13,12,0,1,1,1,,,,5,1.0,2.0
60503,6,85,2,2014,4,20,13,8,0,1,1,0,,,,4,,
60504,6,65,2,2014,7,22,15,12,0,1,1,1,,,,6,,1.0
60505,6,65,4,2014,1,17,12,12,0,1,1,1,,,,2,1.0,
60506,6,85,4,2014,1,18,12,12,0,1,1,1,,,,6,,
60507,6,73,4,2014,4,1,11,42,0,1,1,1,,,,1,,
60508,6,71,7,2014,1,2,13,8,0,1,1,0,,,,2,,
60509,6,59,4,2014,1,20,12,9,0,1,1,0,,,,2,,1.0
60510,6,71,3,2014,5,20,4,9,0,1,1,0,,,,3,,
60511,6,29,4,2014,4,15,6,12,0,1,1,0,,,,5,1.0,1.0
60512,6,73,3,2014,6,13,14,33,0,1,1,0,,,,3,,
60513,6,85,4,2014,4,1,12,8,0,1,1,0,,,,2,,1.0
60514,6,73,4,2014,5,9,14,9,0,1,1,0,,,,2,,
60515,6,19,4,2014,3,2,3,30,0,1,1,0,,,,1,,1.0
60516,6,37,4,2014,4,9,13,8,0,1,1,0,,,,2,,
60517,6,65,4,2014,5,3,12,12,0,1,1,1,,,,2,1.0,1.0
60518,6,73,4,2014,1,2,12,42,0,10,1,1,,,,1,,
60519,6,83,4,2014,5,20,12,12,0,1,1,1,,,,2,1.0,
60520,6,67,4,2014,5,14,11,33,0,1,2,1,,,,3,1.0,
60521,6,71,4,2014,3,6,11,12,0,10,1,0,,,,2,,1.0
60522,6,71,4,2014,6,0,1,25,0,1,1,1,,,,3,,1.0
60523,6,89,4,2014,5,18,2,15,0,1,1,0,,,,2,,
60524,6,93,4,2014,3,11,5,1,0,1,1,1,,,,2,,
60525,6,85,4,2014,1,9,14,12,0,1,1,0,,,,2,,
60526,6,37,4,2014,3,20,13,8,0,1,1,0,,,,3,,
60527,6,29,4,2014,3,13,2,12,0,1,2,0,,,,2,,
60528,6,71,4,2014,6,3,1,8,0,1,1,0,,,,3,,
60529,6,69,1,2014,4,18,2,59,0,1,1,1,,,,1,,
60530,6,85,4,2014,1,20,12,12,0,1,1,1,,,,6,1.0,
60531,6,39,4,2014,6,10,2,42,0,1,1,0,,,,1,,
60532,6,47,1,2014,1,21,15,12,0,1,1,1,,,,2,,1.0
60533,6,81,4,2014,2,1,3,8,0,1,1,0,,,,2,,
60534,6,73,4,2014,6,14,2,12,0,1,1,0,,,,2,,
60535,6,77,4,2014,2,17,6,35,0,1,1,0,,,,1,,1.0
60536,6,67,1,2014,2,17,14,12,1,1,1,1,,,,3,1.0,
60537,6,73,4,2014,6,17,12,12,0,1,1,0,,,,5,,1.0
60538,6,97,4,2014,2,18,4,24,0,1,1,1,,,,3,,
60539,6,67,4,2014,3,21,2,12,0,1,1,0,,,,4,,
60540,6,71,1,2014,5,23,12,12,0,1,1,1,,,,3,1.0,2.0
60541,6,17,4,2014,6,19,5,1,0,1,1,2,,,,2,,
60542,6,37,4,2014,2,22,1,12,0,1,1,0,,,,2,1.0,
60543,6,73,4,2014,4,17,11,12,0,1,1,0,,,,4,1.0,
60544,6,37,4,2014,6,19,12,12,0,1,1,0,,,,2,1.0,
60545,6,85,4,2014,3,5,12,30,0,1,1,0,,,,2,,
60546,6,71,4,2014,5,5,11,1,0,1,1,0,,,,10,,
60547,6,71,1,2014,1,0,12,8,0,1,1,0,,,,5,,1.0
60548,6,39,4,2014,3,15,2,12,0,1,1,0,,,,5,,1.0
60549,6,113,3,2014,5,10,14,12,0,1,1,0,,,,2,,
60550,6,67,3,2014,2,13,13,9,0,1,1,0,,,,3,,1.0
60551,6,47,3,2014,7,4,14,1,0,2,1,1,,,,1,,1.0
60552,6,37,2,2014,1,4,12,12,0,1,6,1,,,,11,,1.0
60553,6,37,3,2014,1,17,11,12,0,1,1,0,,,,6,1.0,
60554,6,25,4,2014,6,21,13,8,0,1,1,0,,,,2,1.0,
60555,6,59,4,2014,4,5,14,8,0,10,1,0,,,,2,,
60556,6,37,4,2014,6,15,6,9,0,1,1,0,,,,2,1.0,1.0
60557,6,71,1,2014,1,1,11,8,0,1,1,0,,,,2,,
60558,6,73,4,2014,1,1,11,1,0,1,1,1,,,,5,,
60559,6,1,4,2014,4,0,11,8,0,10,1,0,,,,2,,
60560,6,37,3,2014,6,19,11,1,0,1,1,0,,,,2,1.0,
