ST_CASE,STATE,COUNTY,MONTH,YEAR,DAY_WEEK,HOUR,ROAD_FNC,HARM_EV,WRK_ZONE,WEATHER,FATALS,DRUNK_DR,RESPONSE_TIME,HOSP_ARR_TIME,Unnamed: 53,person_count,SPEEDREL,L_STATUS
250099,25,5,8,2014,3,23,11,8,0,1,1,0,7.0,32.0,,4,,
250100,25,21,8,2014,2,14,16,12,0,1,1,0,10.0,3.0,,2,,
250101,25,17,8,2014,3,13,11,1,0,1,1,0,3.0,21.0,,2,1.0,
250102,25,1,7,2014,4,20,14,9,0,1,1,0,,,,2,,
250103,25,21,7,2014,6,4,11,24,0,98,1,1,6.0,36.0,,3,1.0,
250104,25,23,8,2014,5,99,16,15,0,1,1,0,,,,2,,
250105,25,27,8,2014,3,8,16,35,0,1,1,0,10.0,32.0,,1,,
250106,25,3,8,2014,4,16,3,12,0,1,1,0,6.0,,,4,,
250107,25,17,7,2014,6,18,4,8,0,1,1,0,3.0,29.0,,2,,
250108,25,25,8,2014,2,22,13,39,0,1,1,1,,,,1,,
250109,25,27,8,2014,5,15,13,12,0,1,1,0,4.0,,,8,,
250110,25,23,8,2014,6,15,16,9,0,10,1,0,2.0,40.0,,2,,
250111,25,23,8,2014,6,16,16,8,0,1,1,0,5.0,12.0,,2,,
250113,25,17,7,2014,2,15,16,35,0,1,1,0,6.0,34.0,,1,,
250114,25,23,8,2014,6,3,13,33,0,1,1,0,,,,1,,
250115,25,17,2,2014,7,23,16,33,0,1,1,0,,,,1,,
250117,25,23,4,2014,3,14,16,33,0,1,1,0,1.0,10.0,,1,,
250118,25,27,7,2014,4,16,16,42,0,10,1,0,5.0,21.0,,1,,
250119,25,23,9,2014,6,14,13,30,0,1,1,0,4.0,40.0,,2,,
250120,25,1,1,2014,3,20,16,30,0,1,1,1,7.0,34.0,,1,,1.0
250121,25,27,1,2014,1,0,13,43,0,1,1,0,5.0,,,2,,
250122,25,11,1,2014,7,1,4,48,0,2,1,0,6.0,20.0,,3,,
250123,25,23,5,2014,5,21,13,8,0,1,1,0,,,,2,,
250124,25,17,5,2014,1,14,16,8,0,1,1,0,,,,1,,1.0
250125,25,17,1,2014,3,15,11,12,0,10,1,0,7.0,22.0,,2,,
250126,25,17,2,2014,1,5,11,24,0,1,1,1,4.0,39.0,,3,1.0,
250127,25,11,2,2014,7,8,11,48,0,1,1,0,12.0,,,1,,
250128,25,23,3,2014,6,11,13,12,0,1,1,0,,,,3,,
250129,25,27,3,2014,1,4,16,18,0,1,1,1,13.0,,,2,1.0,
250130,25,23,3,2014,2,17,16,12,0,10,1,0,3.0,,,6,1.0,
250131,25,5,4,2014,7,23,16,39,0,1,1,1,,,,4,,
250133,25,27,5,2014,1,15,5,42,0,1,1,1,11.0,,,2,,
250134,25,15,5,2014,5,9,16,12,0,10,1,0,,,,2,,
250135,25,23,5,2014,5,99,16,31,0,10,1,0,,,,1,,
250136,25,9,3,2014,2,19,14,8,0,1,1,0,4.0,22.0,,2,,
250137,25,13,5,2014,4,0,16,33,0,10,1,1,99.0,,,1,,1.0
250138,25,5,5,2014,6,10,13,12,0,1,1,0,5.0,25.0,,3,,
250139,25,17,6,2014,5,10,16,8,0,98,1,0,,,,2,,
250140,25,23,6,2014,4,18,16,12,0,1,1,1,8.0,25.0,,2,1.0,
250141,25,17,6,2014,7,18,16,33,0,1,1,0,,,,1,,
250142,25,23,6,2014,7,21,13,12,0,1,1,0,,,,5,,
250143,25,13,6,2014,3,20,16,33,0,1,2,0,7.0,24.0,,3,1.0,
250144,25,27,6,2014,3,16,3,38,0,1,1,1,2.0,32.0,,1,1.0,
250145,25,5,6,2014,4,14,14,12,0,1,1,0,4.0,23.0,,2,,
250146,25,27,7,2014,1,20,13,12,0,1,1,0,5.0,28.0,,4,1.0,
250147,25,23,7,2014,7,20,16,12,0,1,1,1,4.0,39.0,,3,,
250148,25,25,7,2014,7,5,16,8,0,1,1,0,4.0,17.0,,2,,
250149,25,13,7,2014,1,22,14,12,0,10,1,1,,,,2,1.0,
250150,25,9,7,2014,4,17,16,12,0,1,1,0,5.0,70.0,,2,,1.0
250151,25,17,8,2014,2,13,13,30,0,1,1,0,3.0,21.0,,1,,
250152,25,27,7,2014,2,22,13,12,0,10,1,1,5.0,,,2,,
250153,25,5,8,2014,3,10,13,44,4,1,1,1,3.0,33.0,,1,,
250154,25,5,8,2014,6,23,13,12,0,10,1,0,,,,3,,1.0
250155,25,15,8,2014,5,15,16,12,0,1,2,0,6.0,,,4,,1.0
250156,25,9,1,2014,4,2,13,24,0,1,2,0,6.0,20.0,,2,1.0,1.0
250157,25,5,9,2014,2,12,11,42,0,1,1,0,4.0,40.0,,1,,
250158,25,15,9,2014,7,0,6,35,0,2,1,1,5.0,,,1,1.0,
250159,25,23,9,2014,5,10,13,8,0,1,1,0,5.0,18.0,,2,,
250160,25,17,9,2014,7,5,11,24,0,1,1,0,7.0,,,1,,
250161,25,17,9,2014,7,7,16,42,0,1,1,1,5.0,10.0,,1,1.0,
250162,25,23,9,2014,1,23,16,33,0,10,1,1,,,,2,,
250163,25,21,9,2014,2,2,16,42,0,1,1,1,10.0,,,1,,
250164,25,23,9,2014,7,3,6,42,0,1,1,1,5.0,37.0,,2,1.0,
250165,25,25,2,2014,3,20,16,8,0,10,1,0,,,,2,,1.0
250166,25,25,2,2014,2,11,16,8,0,99,1,0,3.0,,,2,,
250167,25,25,4,2014,5,13,16,9,0,1,1,0,2.0,,,2,,
250169,25,25,6,2014,1,1,15,8,0,1,1,0,1.0,32.0,,3,,
250170,25,27,5,2014,4,19,13,24,0,1,1,1,,,,1,,
250171,25,27,6,2014,6,17,16,33,0,2,1,1,,,,1,1.0,
250172,25,5,4,2014,6,10,16,33,0,1,1,0,,,,1,,
250173,25,25,3,2014,3,9,16,14,0,99,1,0,4.0,29.0,,1,,
250174,25,25,6,2014,7,0,16,30,0,1,1,0,3.0,34.0,,1,,
250175,25,25,6,2014,7,21,16,12,0,98,2,0,4.0,16.0,,6,,1.0
250176,25,21,9,2014,7,16,6,9,0,1,1,0,4.0,14.0,,2,,
250177,25,15,9,2014,1,3,2,30,0,1,1,1,11.0,,,2,1.0,
250178,25,17,10,2014,5,9,11,12,0,10,1,0,7.0,27.0,,2,,
250179,25,13,10,2014,6,21,13,12,0,1,1,1,,,,5,,
250180,25,17,8,2014,3,7,16,8,0,1,1,0,4.0,,,3,,
250181,25,17,9,2014,6,19,14,9,0,1,1,0,8.0,,,2,,
250182,25,23,10,2014,5,20,13,25,0,10,1,1,,,,2,,
250183,25,9,10,2014,1,1,16,42,0,2,1,1,,,,1,1.0,
250184,25,23,8,2014,1,15,13,42,0,1,1,0,2.0,,,1,,
250185,25,23,10,2014,3,5,4,30,0,1,1,0,4.0,,,1,,
250186,25,5,10,2014,1,18,14,30,0,1,1,0,6.0,,,1,,
250187,25,21,10,2014,1,13,11,12,0,1,1,1,11.0,,,2,1.0,
250188,25,17,10,2014,2,5,11,18,0,1,1,0,10.0,10.0,,1,,
250189,25,21,10,2014,3,14,16,12,0,10,1,0,,,,2,,
250190,25,9,10,2014,4,14,11,42,0,10,1,0,9.0,29.0,,1,,
250191,25,5,10,2014,6,21,14,8,0,1,1,0,4.0,23.0,,2,,
250192,25,9,10,2014,6,16,11,31,0,1,1,0,,,,1,,
250193,25,25,10,2014,1,2,14,12,0,1,2,1,3.0,13.0,,5,,
250194,25,17,10,2014,2,19,16,39,0,1,1,0,3.0,,,1,,1.0
250195,25,5,10,2014,7,1,11,42,0,1,1,1,6.0,40.0,,4,1.0,
250196,25,21,10,2014,2,6,16,8,0,1,1,0,,,,2,,
250197,25,23,10,2014,4,20,16,8,0,2,1,1,,,,2,,
250199,25,21,11,2014,7,22,11,35,0,2,1,1,,,,1,1.0,
250200,25,21,1,2014,4,2,11,24,0,1,3,1,,,,14,,
250201,25,13,7,2014,3,99,14,12,0,1,1,1,,,,2,1.0,
250202,25,27,11,2014,2,13,16,8,0,1,1,0,5.0,19.0,,2,,
250203,25,27,11,2014,4,22,13,59,0,1,1,0,8.0,,,1,1.0,
250204,25,3,1,2014,3,14,16,33,0,2,2,0,6.0,13.0,,2,1.0,
250205,25,3,1,2014,6,17,16,8,0,1,1,0,3.0,13.0,,2,,
250206,25,23,10,2014,7,13,16,42,0,1,1,0,1.0,,,1,,1.0
250207,25,27,10,2014,5,15,6,14,0,2,1,0,,,,2,,
250208,25,5,11,2014,7,2,11,42,0,1,1,0,8.0,43.0,,1,1.0,
250209,25,13,10,2014,7,18,16,8,0,2,1,0,7.0,19.0,,5,,
250210,25,23,11,2014,2,11,16,8,0,1,1,0,3.0,21.0,,2,,
250211,25,1,11,2014,4,22,13,42,0,1,1,0,,,,1,,
250212,25,9,11,2014,6,0,11,12,0,2,1,1,12.0,,,3,1.0,
250213,25,5,8,2014,6,1,2,12,0,1,1,0,,,,4,,
250214,25,25,10,2014,5,20,14,8,0,2,1,0,5.0,12.0,,2,,
250215,25,9,11,2014,1,0,13,39,0,2,1,0,5.0,20.0,,1,,
250216,25,1,11,2014,4,14,16,12,0,10,1,0,5.0,24.0,,3,,
250217,25,17,11,2014,3,5,14,8,0,1,1,0,,,,3,,
250218,25,17,11,2014,7,16,6,42,0,1,1,1,4.0,,,2,,
250219,25,21,11,2014,1,0,1,12,0,10,1,1,11.0,,,2,,
250220,25,25,11,2014,2,0,16,33,0,1,1,1,,,,2,1.0,
250221,25,1,11,2014,3,6,12,12,0,1,1,0,5.0,,,2,1.0,
250222,25,1,11,2014,5,16,13,8,0,1,1,0,2.0,22.0,,2,,
250223,25,13,11,2014,4,7,16,31,0,10,1,0,7.0,,,1,1.0,
250224,25,13,11,2014,6,21,13,42,0,1,1,1,5.0,19.0,,1,1.0,
250225,25,23,11,2014,6,22,16,12,0,1,1,1,,,,3,1.0,
250226,25,23,11,2014,1,0,16,12,0,1,1,0,6.0,,,2,,
250227,25,23,12,2014,2,6,16,8,0,1,1,0,,,,2,,
250228,25,23,12,2014,6,2,16,8,0,1,1,1,,,,2,,
250229,25,17,12,2014,7,1,16,12,0,2,1,1,6.0,84.0,,2,,1.0
250230,25,27,12,2014,3,14,6,12,0,2,1,0,5.0,41.0,,5,,
250231,25,27,12,2014,4,0,11,34,0,2,1,1,7.0,43.0,,1,,
250232,25,21,12,2014,4,11,14,42,0,2,1,0,14.0,19.0,,1,,
250233,25,1,12,2014,5,8,16,42,0,10,1,0,,,,1,1.0,
250234,25,27,12,2014,6,14,6,42,0,10,1,0,3.0,42.0,,1,,
250235,25,1,11,2014,7,13,2,12,0,1,1,0,3.0,41.0,,3,,
250236,25,27,12,2014,5,19,16,8,0,10,1,0,4.0,21.0,,3,,
250237,25,5,12,2014,1,20,11,42,0,1,1,1,8.0,31.0,,2,,
250238,25,27,12,2014,7,2,4,42,0,1,1,0,5.0,,,3,,
250239,25,27,11,2014,7,20,1,24,0,2,1,1,,,,4,,
250240,25,21,6,2014,1,16,16,8,0,1,1,0,5.0,22.0,,2,1.0,1.0
250241,25,9,12,2014,2,15,13,12,0,10,1,0,,,,4,,
250242,25,11,12,2014,2,15,3,12,0,1,1,0,3.0,,,3,,
250243,25,13,12,2014,5,22,15,42,0,1,1,1,,,,1,,
250244,25,21,12,2014,6,15,11,12,0,1,1,0,8.0,23.0,,2,1.0,
250245,25,9,12,2014,7,20,13,24,0,1,1,1,6.0,,,1,,
250246,25,1,12,2014,7,1,16,43,0,1,1,1,7.0,34.0,,2,1.0,
250247,25,9,12,2014,2,22,16,8,0,1,1,0,,,,3,,
250248,25,1,12,2014,7,22,13,8,0,5,1,1,2.0,,,4,,
250249,25,21,12,2014,2,0,11,24,0,1,2,0,,,,3,,
250250,25,15,12,2014,2,19,13,42,0,1,1,0,3.0,,,1,,
250251,25,5,11,2014,7,20,11,8,0,1,1,1,12.0,,,4,,
250252,25,1,8,2014,3,8,2,12,0,1,1,1,2.0,,,4,,
250253,25,9,12,2014,7,14,11,8,0,1,1,0,7.0,10.0,,2,,1.0
250254,25,23,5,2014,1,99,15,42,0,98,1,0,,,,1,,1.0
250255,25,17,11,2014,4,9,13,12,0,1,1,0,2.0,22.0,,2,,
250256,25,5,8,2014,2,21,16,12,0,1,1,0,6.0,,,3,1.0,
250257,25,17,7,2014,7,21,11,5,0,1,1,0,10.0,,,2,,1.0
250258,25,9,8,2014,5,13,14,33,0,10,1,0,,,,1,,
250259,25,23,7,2014,2,22,14,8,0,1,1,0,,,,2,,
250260,25,21,9,2014,3,7,13,8,0,1,1,0,,,,2,,
250261,25,23,10,2014,4,18,15,8,0,1,1,0,,,,2,,
250262,25,27,10,2014,4,22,16,7,0,1,1,0,2.0,25.0,,1,1.0,1.0
250263,25,17,10,2014,4,99,15,8,0,1,1,1,,,,2,,
250264,25,27,10,2014,5,15,15,42,0,10,1,0,,,,1,,
250265,25,5,2,2014,7,21,16,8,0,2,1,0,5.0,42.0,,2,,1.0
250266,25,5,10,2014,6,18,13,8,0,1,1,0,5.0,39.0,,3,,
250267,25,9,11,2014,4,17,5,42,0,1,1,0,6.0,,,1,,
250268,25,17,11,2014,7,16,15,8,0,1,1,0,7.0,23.0,,4,,
250269,25,27,12,2014,5,4,13,8,0,4,1,0,4.0,21.0,,2,,
250270,25,13,1,2014,7,18,13,8,0,2,1,0,5.0,17.0,,2,,
250271,25,13,6,2014,6,17,13,24,0,1,2,0,,,,7,,
250272,25,27,9,2014,6,14,14,12,0,1,1,0,8.0,25.0,,3,,
250273,25,13,9,2014,1,10,14,42,0,2,1,0,4.0,31.0,,1,,
250274,25,5,8,2014,7,22,16,12,0,1,1,0,6.0,,,3,1.0,
250275,25,9,8,2014,7,0,14,12,0,10,1,1,5.0,38.0,,3,,
250276,25,23,7,2014,5,5,14,30,0,1,2,1,,,,2,1.0,
250277,25,17,10,2014,7,23,14,8,0,10,1,0,,,,2,,
250278,25,9,9,2014,2,7,14,33,0,10,1,0,,,,2,1.0,
250279,25,5,11,2014,3,19,14,33,0,10,2,0,4.0,20.0,,2,,
250280,25,5,11,2014,7,21,16,8,0,2,1,0,2.0,46.0,,2,,
250281,25,9,10,2014,1,18,14,39,0,1,2,1,4.0,,,2,1.0,
250282,25,27,12,2014,2,17,14,8,0,2,1,0,2.0,38.0,,5,,
250283,25,23,12,2014,4,11,16,42,0,2,1,1,6.0,19.0,,1,1.0,
250284,25,21,7,2014,2,12,13,12,0,10,1,0,3.0,36.0,,5,,
250285,25,13,1,2014,4,3,16,9,0,1,1,0,,,,2,1.0,
250286,25,13,10,2014,7,23,13,33,0,10,1,0,,,,5,1.0,
250287,25,13,10,2014,5,18,13,8,0,1,1,0,,,,3,,
250288,25,13,12,2014,2,17,13,8,0,98,1,1,2.0,22.0,,4,,
250289,25,17,12,2014,7,16,13,8,0,1,1,0,,,,2,,
250290,25,27,11,2014,7,18,13,12,0,1,1,1,,,,5,1.0,
250291,25,27,7,2014,6,10,11,20,0,1,1,0,5.0,28.0,,3,1.0,
250293,25,5,6,2014,7,1,13,42,0,1,1,1,,,,1,1.0,
250294,25,25,11,2014,7,2,14,42,0,1,1,1,4.0,,,2,1.0,
250295,25,17,9,2014,4,16,15,9,0,1,1,0,,,,2,,
250296,25,17,12,2014,3,17,13,8,0,2,1,0,3.0,29.0,,2,,
250297,25,23,9,2014,1,21,13,8,0,1,1,0,,,,2,,1.0
250298,25,25,11,2014,4,17,13,8,0,4,1,0,,,,2,,1.0
250299,25,25,11,2014,4,17,14,8,0,98,1,0,6.0,25.0,,2,,
250300,25,25,12,2014,4,14,16,8,0,98,1,0,,,,2,,
250301,25,13,10,2014,2,11,14,30,0,1,1,1,3.0,17.0,,1,,1.0
250302,25,13,12,2014,2,7,14,8,0,1,1,0,2.0,16.0,,2,,1.0
250303,25,5,7,2014,1,3,16,42,0,1,1,1,6.0,32.0,,1,,
250304,25,27,12,2014,3,13,11,12,0,2,1,0,10.0,48.0,,6,,
250305,25,21,1,2014,1,10,12,12,0,1,1,0,6.0,38.0,,11,,
250306,25,27,1,2014,1,99,16,8,0,10,1,0,6.0,,,2,,
250307,25,9,7,2014,5,99,11,12,0,1,1,1,,,,3,,
250308,25,5,11,2014,7,21,16,18,0,10,1,0,,,,1,,
250309,25,17,12,2014,6,13,15,42,0,1,1,0,9.0,40.0,,2,,
250310,25,17,6,2014,2,7,13,33,0,1,1,0,3.0,,,1,,1.0
250312,25,1,4,2014,1,2,12,42,0,1,1,0,,,,1,,
250313,25,3,7,2014,3,12,16,12,0,1,1,0,0.0,5.0,,2,,1.0
250314,25,27,1,2014,2,4,1,12,0,1,1,0,,,,4,,2.0
250315,25,5,6,2014,2,99,14,42,0,1,1,0,9.0,23.0,,1,,
250316,25,21,4,2014,5,10,13,8,0,1,1,0,2.0,31.0,,2,,
250317,25,17,8,2014,5,2,15,17,0,99,1,1,7.0,30.0,,2,,1.0
250318,25,27,6,2014,1,14,16,42,0,1,1,1,9.0,14.0,,1,1.0,1.0
250319,25,21,12,2014,6,22,13,8,0,2,1,0,2.0,,,2,,1.0
250320,25,27,4,2014,3,23,13,8,0,1,1,0,,,,3,,
250321,25,25,9,2014,2,23,13,12,0,1,1,1,,,,3,,
250322,25,23,11,2014,2,13,14,12,0,2,1,0,4.0,34.0,,2,,
250323,25,9,3,2014,2,21,13,33,0,1,1,0,4.0,,,1,1.0,
250324,25,17,1,2014,6,0,14,33,0,1,1,1,,57.0,,1,1.0,1.0
250325,25,9,4,2014,4,12,15,8,0,2,1,0,3.0,9.0,,2,,
250326,25,17,4,2014,6,8,15,30,0,10,1,0,2.0,26.0,,1,,
250328,25,15,8,2014,5,20,14,12,0,1,1,0,11.0,,,4,,
250329,25,13,11,2014,1,1,15,33,0,1,1,1,1.0,,,1,1.0,
250330,25,13,11,2014,2,17,13,12,0,1,1,0,3.0,17.0,,2,,
250331,25,3,8,2014,7,3,14,53,0,1,1,1,21.0,,,1,1.0,
250332,25,3,2,2014,7,8,13,15,0,1,1,0,4.0,12.0,,2,1.0,
250333,25,5,2,2014,2,7,15,12,0,4,1,0,,,,2,,
250334,25,21,7,2014,6,7,16,33,0,1,1,1,,,,1,,
250335,25,21,1,2014,1,4,14,42,0,10,1,1,12.0,35.0,,1,,
250336,25,17,3,2014,4,5,14,33,0,1,1,0,,,,1,1.0,
250337,25,21,8,2014,2,9,11,12,0,1,1,0,,,,2,,
250338,25,13,3,2014,7,0,14,35,0,1,1,0,,,,1,,
250339,25,17,3,2014,2,16,14,30,0,1,1,0,7.0,33.0,,2,1.0,
250340,25,13,5,2014,7,0,16,99,0,98,1,0,3.0,27.0,,1,,
250341,25,21,2,2014,5,11,15,12,0,4,1,0,,,,2,,
250342,25,21,12,2014,7,16,13,8,0,2,1,0,3.0,40.0,,2,,
250343,25,9,5,2014,6,11,13,12,0,1,1,0,,,,5,,
250344,25,17,10,2014,6,9,1,25,0,1,1,0,,,,1,,1.0
250345,25,11,10,2014,3,14,4,99,0,98,1,0,,,,1,,
260001,26,63,1,2014,7,13,3,12,0,1,1,0,14.0,,,2,1.0,
260002,26,137,1,2014,2,13,2,12,0,4,2,0,8.0,,,3,,
260003,26,15,1,2014,7,23,3,8,0,4,1,0,,,,4,,
260004,26,75,1,2014,5,5,4,12,0,4,1,1,,,,2,,
260005,26,49,1,2014,7,17,13,12,0,10,1,0,4.0,,,4,,
260006,26,17,1,2014,3,21,1,12,0,10,1,0,7.0,,,3,,
260007,26,163,1,2014,2,22,13,9,0,10,1,0,,,,2,,
260008,26,163,1,2014,5,11,12,1,0,4,1,0,,,,1,1.0,
260009,26,163,1,2014,7,22,13,8,0,4,1,1,4.0,,,2,,
260010,26,33,1,2014,7,19,6,48,0,1,1,1,9.0,,,1,1.0,1.0
260011,26,71,1,2014,4,6,2,45,0,10,1,0,,,,2,1.0,
260012,26,163,1,2014,6,18,13,8,0,10,1,0,,,,2,,1.0
260013,26,115,1,2014,1,12,3,1,0,4,1,0,27.0,,,1,1.0,
260014,26,49,1,2014,7,18,14,8,0,1,1,0,5.0,,,2,,
260015,26,115,1,2014,1,2,16,12,0,10,1,0,13.0,,,2,,
260016,26,163,1,2014,7,0,13,8,0,2,1,0,,,,2,,1.0
260017,26,163,1,2014,1,6,13,12,0,4,1,0,,,,2,,1.0
260018,26,163,1,2014,7,5,11,30,0,4,2,0,11.0,,,2,1.0,
260019,26,111,1,2014,2,7,12,1,0,4,1,0,10.0,,,2,1.0,
260020,26,31,1,2014,7,20,6,18,0,10,1,1,,,,1,1.0,1.0
260021,26,137,1,2014,4,12,2,12,0,1,2,0,6.0,,,3,1.0,
260022,26,145,1,2014,3,10,3,12,0,1,1,0,,,,2,,1.0
260023,26,163,1,2014,6,21,14,8,0,1,1,1,4.0,,,3,,
260024,26,115,1,2014,3,17,6,12,0,1,1,1,12.0,,,3,,
260025,26,91,1,2014,5,14,3,12,0,4,1,0,10.0,,,3,,1.0
260026,26,125,1,2014,2,5,11,12,0,3,1,0,10.0,,,2,1.0,1.0
260027,26,63,1,2014,6,16,2,12,0,4,1,0,12.0,,,2,1.0,
260028,26,139,1,2014,7,20,14,12,0,4,2,1,8.0,,,3,1.0,
260029,26,163,1,2014,1,3,11,52,0,1,2,0,,,,3,,
260030,26,45,1,2014,1,18,3,12,0,10,1,0,15.0,,,4,,
260031,26,37,1,2014,3,18,15,8,0,4,1,0,1.0,,,2,,
260032,26,93,1,2014,5,23,13,12,0,1,1,1,,,,2,,
260033,26,151,1,2014,5,8,13,12,0,10,1,1,9.0,,,2,1.0,
260034,26,163,1,2014,2,22,11,20,0,10,1,1,,,,1,1.0,
260035,26,163,1,2014,6,23,13,8,0,1,1,0,,,,2,,1.0
260036,26,163,1,2014,6,21,13,8,0,1,1,0,,,,2,,1.0
260037,26,163,1,2014,7,0,14,8,0,1,1,0,8.0,,,2,,
260038,26,143,2,2014,1,10,6,48,0,10,1,0,15.0,,,2,,
260039,26,121,1,2014,6,6,3,12,0,4,4,0,,,,9,1.0,
260040,26,139,2,2014,2,19,2,12,0,10,1,0,16.0,,,2,,
260041,26,129,2,2014,4,16,3,12,0,1,1,0,13.0,,,2,,
260042,26,59,2,2014,6,13,6,12,0,1,1,0,15.0,,,2,,1.0
260043,26,73,2,2014,1,9,2,1,0,4,1,0,,,,1,1.0,
260044,26,17,2,2014,6,12,1,45,0,4,2,0,16.0,,,4,1.0,
260045,26,149,2,2014,6,23,13,12,0,1,1,0,,,,3,,
260046,26,105,2,2014,4,17,3,48,0,10,2,0,11.0,,,5,,
260047,26,163,2,2014,7,20,11,12,0,4,1,0,5.0,,,5,,1.0
260048,26,49,2,2014,1,22,12,12,0,4,1,1,7.0,,,4,,1.0
260049,26,111,2,2014,2,6,13,12,0,10,1,0,,,,4,,
260050,26,161,2,2014,7,16,14,18,0,10,1,0,6.0,,,1,1.0,
260051,26,81,2,2014,7,22,3,8,0,10,1,1,,,,9,,
260052,26,155,2,2014,4,10,14,12,0,10,1,0,,,,3,,
260053,26,93,2,2014,7,1,15,8,0,1,1,0,7.0,,,2,,
260054,26,15,2,2014,7,11,4,12,0,10,1,0,14.0,,,5,,
260055,26,163,2,2014,2,7,11,25,0,1,1,0,,,,1,1.0,
260056,26,45,2,2014,6,11,13,12,0,10,1,2,7.0,,,3,,
260058,26,131,2,2014,7,20,2,18,0,10,1,1,25.0,,,1,,
260059,26,163,2,2014,7,2,11,12,0,1,1,1,,,,4,,
260060,26,99,2,2014,5,23,15,8,0,2,1,0,,,,2,,1.0
260062,26,25,2,2014,7,23,13,8,0,1,1,1,,,,4,,
260063,26,23,2,2014,7,15,13,12,0,10,1,0,3.0,,,4,,
260064,26,87,2,2014,6,2,2,30,0,10,1,1,,,,2,,
260067,26,125,2,2014,5,19,14,8,0,2,1,0,5.0,,,2,,
260068,26,133,2,2014,7,8,2,12,0,10,1,0,,,,4,1.0,
260069,26,99,2,2014,5,15,2,12,0,6,2,0,,,,5,,
260070,26,163,2,2014,6,5,14,12,0,1,1,0,7.0,,,2,,
260071,26,99,2,2014,7,1,4,30,0,1,1,1,,,,1,,
260072,26,57,2,2014,6,18,2,12,0,4,1,0,,,,7,1.0,
260073,26,99,2,2014,7,19,13,12,0,10,1,1,,,,2,,
260074,26,125,2,2014,5,15,13,33,0,1,1,0,,,,1,1.0,
260075,26,125,2,2014,5,17,13,12,0,10,1,0,5.0,,,6,,
260076,26,163,2,2014,6,2,14,8,0,1,1,0,,,,2,,1.0
260077,26,163,2,2014,6,23,13,8,0,10,1,0,,,,3,,
260078,26,163,2,2014,5,23,13,8,0,10,1,0,,,,2,,
260079,26,5,2,2014,4,17,6,12,0,1,1,0,1.0,,,2,,
260080,26,139,2,2014,6,12,4,12,0,10,2,0,,,,3,,
260081,26,161,2,2014,4,19,2,8,0,10,1,0,17.0,,,3,,
260082,26,5,2,2014,6,10,2,12,0,4,1,0,2.0,,,2,,
260083,26,93,2,2014,6,23,2,12,0,1,1,2,,,,2,,1.0
260084,26,113,2,2014,1,13,4,12,0,10,1,0,2.0,,,3,1.0,
260085,26,65,2,2014,5,21,13,8,0,10,1,0,,,,2,,
260086,26,163,2,2014,5,18,14,8,0,2,1,0,,,,2,,1.0
260087,26,81,2,2014,2,15,4,12,0,1,1,0,,,,4,,
260088,26,81,2,2014,1,11,15,12,0,10,1,0,4.0,,,3,1.0,
260090,26,163,2,2014,3,7,13,30,0,10,1,0,,,,1,,
260091,26,161,2,2014,5,8,3,12,0,4,1,0,10.0,,,4,,
260092,26,19,2,2014,5,12,2,12,0,11,1,0,2.0,,,3,,
260093,26,81,2,2014,6,12,3,12,0,10,1,0,7.0,,,2,1.0,
260094,26,117,2,2014,6,10,4,8,0,4,1,0,,,,4,,
260095,26,73,2,2014,5,20,3,12,0,2,1,1,6.0,,,2,,
260096,26,163,2,2014,5,2,11,12,0,1,1,0,,,,2,,1.0
260097,26,93,2,2014,7,22,11,24,0,4,1,1,7.0,,,3,,1.0
260098,26,163,2,2014,2,13,15,12,0,1,1,0,10.0,,,2,,1.0
260099,26,81,3,2014,2,7,14,8,0,1,1,0,,,,2,,
260100,26,21,3,2014,2,16,1,12,0,1,1,0,20.0,,,2,1.0,
260101,26,123,3,2014,2,12,3,12,0,1,1,0,,,,3,,
260102,26,93,3,2014,7,0,4,42,0,10,1,1,,,,1,1.0,
260103,26,37,3,2014,7,9,1,1,0,4,1,0,18.0,,,2,1.0,
260104,26,125,3,2014,3,22,13,8,0,2,1,0,,,,2,,
260105,26,161,3,2014,5,0,16,5,0,1,1,2,,,,2,,
260106,26,117,3,2014,1,10,2,12,0,1,1,0,8.0,,,3,,
260107,26,81,3,2014,5,7,13,12,0,10,1,0,5.0,,,2,1.0,
260108,26,49,3,2014,1,2,14,12,0,1,1,1,5.0,,,2,1.0,1.0
260109,26,81,3,2014,1,19,13,12,0,10,1,0,3.0,,,2,,
260110,26,117,3,2014,7,7,2,12,0,4,1,0,6.0,,,2,,
260111,26,81,3,2014,2,7,13,23,0,1,1,0,5.0,,,1,,
260112,26,21,3,2014,2,18,13,12,0,1,1,0,7.0,,,3,,
260113,26,115,3,2014,4,14,2,12,0,10,1,0,7.0,,,3,,
260114,26,17,3,2014,1,5,16,33,0,10,1,1,4.0,,,3,,
260115,26,159,3,2014,7,21,6,14,0,4,1,0,,,,1,,1.0
260116,26,51,3,2014,7,22,5,53,0,1,1,1,,,,2,,
260117,26,25,3,2014,5,16,11,1,0,10,1,0,,,,1,,
260118,26,163,3,2014,1,4,11,1,0,1,1,1,,,,1,,1.0
260119,26,81,3,2014,7,2,11,12,0,1,1,1,,,,2,1.0,
260120,26,165,3,2014,7,22,6,12,0,1,1,1,,,,3,1.0,
260121,26,75,3,2014,4,15,12,34,0,10,1,0,7.0,,,3,1.0,
